กฟฟ.,ทะเบียน,จว.,รหัส,ยี่ห้อ,ลักษณะ/พิกัด,เลขเครื่อง,รุ่น/เลขชัชซี่,วันจดทะเบียน,อายุ,ประกันภัย,เชื้อเพลิง
กฟจ.รน,80-4578 ,รน.  ,ต.1-04-5729,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-951315,MP1NLR85E9T103613 / NLR85E1GAH,10/1/2554,6,ป.3,ดีเชล
กฟจ.รน,80-4588 ,รน.  ,ต.1-04-5772,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12913,MNKAHO4H204001234 /XZU303R-HBMLAT3,14/2/2554,6,ป.3,ดีเชล
กฟจ.รน,80-4589 ,รน.  ,ต.1-04-5773,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12920,MNKAHO4H204001235 /XZU303R-HBMLAT3,14/2/2554,6,ป.3,ดีเชล
กฟจ.รน,80-4590 ,รน.  ,ต.1-04-5774,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12922,MNKAHO4H204001236 /XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟจ.รน,80-4992 ,รน.  ,ต.1-04-6131,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-KH5539,MP1NLR85ECT101330 / NLR85E1AH,17/5/2556,4,ป.3,ดีเชล
กฟจ.รน,80-5218 ,รน.  ,ต.1-04-3327,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,4JB1-844015,75-004-57 / NKR55EU1,27/7/2537,23,,ดีเชล
กฟจ.รน,80-5323 ,รน.  ,ต.1-04-6577,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NU1006,MP1NMR85EFT101899 / NMR85EXXXS,2/2/2559,1,,ดีเชล
กฟจ.รน,81-5432 ,พบ.  ,ต.1-04-3327,ISUZU               ,รถ Mobile Shop                                    ,4JB1-844015,75-004-57 / NKR55EU1,27/7/2537,23,,ดีเชล
กฟจ.รน,กก-2474 ,รน.  ,ต.1-01-0803,NISSAN              ,นั่งสองตอนท้ายบรรทุก                              ,BD25-T269973,FGD21-E14381 /FGD21SFX%DXA,28/9/2538,22,ป.3,ดีเชล
กฟจ.รน,กก-2855 ,รน.  ,ต.1-01-1005,MITSUBISHI          ,เก๋งสองตอน                                        ,4G13NKTAC645,CB1ASNE-02643 /LANCER,11/9/2539,21,ป.3,เบนชิล
กฟจ.รน,กกง0330 ,รน.  ,ต.1-20-1641,SUZUKI              ,จักรยานยนต์                                       ,A100-1046109,A100-324287,14/8/2527,33,,เบนชิล 95
กฟจ.รน,กข 2644 ,รน.  ,ต.1-01-1316,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WL-448286,MNBBSFD303W366598 / RANGER,21/2/2547,13,ป.3,ดีเชล
กฟจ.รน,กข 4359 ,รน.  ,ต.1-01-1998,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-773121,MNBBSFD207W637231 / FORD RANGER,29/5/2550,10,,ดีเชล
กฟจ.รน,กข-2908 ,รน.  ,ต.1-01-0691,ISUZU               ,นั่งสองตอนท้ายบรรทุก                              ,4JA1 D42796,TFR54GY A-7515613 /TFR54GY,18/1/2538,22,ป.3,ดีเชล
กฟจ.รน,กข-4468 ,รน.  ,ต.1-01-0644,NISSAN              ,นั่งสองตอนท้ายบรรทุก                              ,Z16-T31913,CGD21-D40928 /CG21SFU1%DX,27/9/2537,23,ป.3,เบนชิล
กฟจ.รน,กค 935  ,รน.  ,ต.1-01-2237,MITSUBISHI          ,นั่งสองตอนท้ายบรรทุก                              ,4D56UCEG3679,MMTJNKA40DD029316 /KA4TNJNUZRU,8/7/2556,4,,ดีเชล
กฟจ.รน,กคย 572 ,รน.  ,ต.1-20-1641,HONDA               ,จักรยานยนต์                                       ,c100se-1081893,c100s-1081893 / dream xz,3/3/2542,18,,เบนชิล 95
กฟจ.รน,กงง919  ,รน.  ,ต.1-20-3424,YAMAHA              ,จักรยานยนต์                                       ,5HV-580664,5HV-580664 /KA-105C,2/5/2546,14,,เบนชิล 95
กฟจ.รน,กฉร 556 ,รน.  ,ต.1-20-1646,HONDA               ,จักรยานยนต์                                       ,JX110E-G1490,JX110-G01490 /JX110,9/2/2532,28,,เบนชิล 95
กฟจ.รน,ค-4488  ,รน.  ,ต.1-20-2194,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896252,BE11B-TH896252,30/8/2536,24,,เบนชิล 95
กฟจ.รน,ต1-3931 ,รน.  ,ต.1-08-3931,MITSUBISHI          ,รถโฟล์คลิฟท์                                      ,FD25NT,,17/1/2556,4,,ดีเชล
กฟจ.รน,นข 824  ,รน.  ,ต.1-01-0887,TOYOTA              ,ตู้นั่ง 4 ตอน                                     ,1RZ-1766696,RZH112-0034739 / RZH112R-RBMRS,17/4/2539,21,,เบนชิล 95
กฟจ.รน,บก-3952 ,รน.  ,ต.1-03-0189,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,12R-1811574,RN25-365522,8/4/2554,6,ป.3,เบนชิล
กฟจ.รน,บก-6049 ,รน.  ,ต.1-03-0622,MITSUBISHI          ,กระบะบรรทุก 1 ตัน                                 ,4D56T AF5737,K14XDL-55732,22/10/2535,25,ป.3,ดีเชล
กฟจ.รน,บก-8531 ,รน.  ,ต.1-03-0859,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,2Y-0301127,YN85-7002126 /YN85R-TRMRST,7/12/2537,23,,เบนชิล
กฟจ.รน,บจ 4040 ,รน.  ,ต.1-03-0156,DATSAN              ,กระบะบรรทุก 1 ตัน                                 ,Z20-T01089,J15-136942J,23/12/2520,40,ป.3,ดีเชล
กฟจ.รน,บจ 7897 ,รน.  ,ต.1-03-0373,NISSAN              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,TD23-132647,75-0022-46,27/6/2526,34,,ดีเชล
กฟจ.รน,บจ.7955 ,รน.  ,ต.1-03-0219,DATSAN              ,กระบะบรรทุก 1 ตัน                                 ,Z16-T12030,75-0023-55,15/9/2524,36,,เบนชิล อื่น ๆ
กฟจ.รน,บฉ 2080 ,รน.  ,ต.1-03-1313,NISSAN              ,เก๋งสองตอน                                        ,YD25 640086T,MNTAC2D23Z0003043 /AVL2RDYD23FHL---C-,13/10/2559,1,ป.3,ดีเชล
กฟจ.รน,บฉ 2081 ,รน.  ,ต.1-03-1315,NISSAN              ,เก๋งสองตอน                                        ,YD25 640232T,MNTAC2D23Z0003047 / AVL2RDYD23FHL---C-,13/10/2559,1,ป.3,ดีเชล
กฟจ.รน,บฉ 2082 ,รน.  ,ต.1-03-1314,NISSAN              ,เก๋งสองตอน                                        ,YD25 640469T,MNTAC2D23Z0003120 /AVL2RDYD23FHL---C-,13/10/2559,1,ป.3,ดีเชล
กฟจ.รน,บฉ.190  ,รน.  ,ต.1-04-4015,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-246890,NKR55EX1-T7100959 /NKR55EX1,8/11/2539,21,ป.3,ดีเชล
,,,,,,,,,,,
กฟย.หัวหิน,1ฒส-6749,กทม. ,ต.1-03-1316,NISSAN              ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,YD25 640543T,MNTAC2D23Z0003168 / AVL2RDYD23FHL---C-,13/10/2559,1,,ดีเชล
กฟย.หัวหิน,80-4906 ,ปข.  ,ต.1-04-2380,NISSAN              ,บรรทุก 6 ตัน                                      ,ND6-042171,UG780-34670 /UG780,21/5/2528,32,ป.3,ดีเชล
กฟย.หัวหิน,80-7567 ,ปข.  ,ต.1-04-1509,ISUZU               ,บรรทุก 4 ตัน/ฮอทไลน์                              ,590335,221919,15/10/2525,35,ป.3,ดีเชล
กฟย.หัวหิน,80-7990 ,ปข.  ,ต.1-04-3023,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,783708,NKR55EU1 M-7128507 /NKR55EU1,20/10/2536,24,ป.3,ดีเชล
กฟย.หัวหิน,80-8416 ,ปข.  ,ต.1-04-3763,NISSAN              ,บรรทุก 6 ตัน                                      ,PE6-183139,TFAA30K-00108,16/6/2538,22,ป.3,ดีเชล
กฟย.หัวหิน,80-8483 ,ปข.  ,ต.1-04-3394,MITSUBISHI          ,บรรทุก 6 ตัน                                      ,6D14-TC0462,FK455H-TC0462 /FK455H,22/8/2537,23,ป.3,ดีเชล
กฟย.หัวหิน,81-1645 ,ปข.  ,ต.1-07-0352,ISUZU               ,รีลเทรลเลอร์                                      ,,4HAFB1M08RD-000004,21/3/2538,22,ป.3,ดีเชล
กฟย.หัวหิน,81-1741 ,ปข.  ,ต.1-04-5056,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-961575,NKR55E12Y-7105261 /NKR55E12,23/12/2546,14,ป.3,ดีเชล
กฟย.หัวหิน,81-1835 ,ปข.  ,ต.1-04-5074,MITSUBISHI          ,บรรทุกของเหลว                                     ,6D16-SA0070,MMTFN617JNC000170 /FN617MSRDH5,23/3/2547,13,ป.3,ดีเชล
กฟย.หัวหิน,81-2361 ,ปข.  ,ต.1-09-0526,MITSUBISHI          ,กระเช้าแก้ไฟ                                      ,4D34-MA0314,MMTFE659RXC000414 /FE659F7SRDH3,21/4/2548,12,ป.3,ดีเชล
กฟย.หัวหิน,81-2829 ,ปข.  ,ต.1-04-5177,MITSUBISHI          ,บรรทุกเฉพาะกิจ(มีเครื่องกำเนิด)                   ,6D16-RA0277,MMTFK457PYC000377 /FK457MSRGDH3,15/11/2549,11,,ดีเชล
กฟย.หัวหิน,81-3428 ,ปข.  ,ต.1-09-0616,MITSUBISHI          ,เครนพับ                                           ,6D16-NA1276,MMTFK457MYC001376 /FK457HSRGDH3,28/9/2550,10,ป.3,ดีเชล
กฟย.หัวหิน,81-3752 ,ปข.  ,ต.1-04-4321,HINO                ,บรรทุกเฉพาะกิจ(มีเครื่องกำเนิด)                   ,J08C-F13867,FLIJTKA-10190,12/1/2541,19,ป.3,ดีเชล
กฟย.หัวหิน,81-4015 ,ปข.  ,ต.1-09-0633,MITSUBISHI          ,กระเช้าฮอทไลน์ 22 - 115 Kv                        ,6M60-118926,MMGFM65H15C000127 /FM65FH1RDH1,7/7/2551,9,ป.3,ดีเชล
กฟย.หัวหิน,81-4985 ,ปข.  ,ต.1-04-5763,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12893,MNKAH04H604001219 /XZU303R-HBMLAT3,18/2/2554,6,ป.3,ดีเชล
กฟย.หัวหิน,81-6833 ,ปข.  ,ต.1-04-6590,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NT6791,MP1NMR85EFT101886 / NMR85EXXXS,2/2/2559,1,,ดีเชล
กฟย.หัวหิน,ก-3635  ,ปข.  ,ต.1-01-0648,NISSAN              ,นั่งสองตอนท้ายบรรทุก                              ,Z16T31589,CGD21-D40604,27/9/2537,23,ป.3,เบนชิล
กฟย.หัวหิน,กก-5283 ,ปข.  ,ต.1-01-1012,MITSUBISHI          ,เก๋งสองตอน                                        ,4G15SM7564,CB1ASNE-02569 /LANCER,11/9/2539,21,ป.3,เบนชิล
กฟย.หัวหิน,กข-6957 ,ปข.  ,ต.1-01-1326,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT438018,MNBBSFD303W365874 /RANGER,21/2/2547,13,ป.3,ดีเชล
กฟย.หัวหิน,กขก-928 ,ปข.  ,ต.1-20-2811,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998548,BE11B-TH998548 /RC100J,18/1/2538,22,,เบนชิล
กฟย.หัวหิน,กค-2421 ,ปข.  ,ต.1-01-2042,CHEVROLET           ,นั่งสองตอนท้ายบรรทุก                              ,4JK1ER3847,MPATFR86H7H540622 /COLORADO,16/8/2550,10,,ดีเชล
กฟย.หัวหิน,กค-2837 ,ปข.  ,ต.1-01-2000,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-770622,MNBBSFD207W635995 /FORD RANGER,29/5/2550,10,ป.3,ดีเชล
กฟย.หัวหิน,กบจ-541 ,ปข.  ,ต.1-20-3366,HONDA               ,จักรยานยนต์                                       ,C100SE-1082168,C100S-1082168 /DREAM EXCES,22/2/2542,18,,เบนชิล
กฟย.หัวหิน,ต-5493  ,ปข.  ,ต.1-20-1655,SUZUKI              ,จักรยานยนต์                                       ,E104-TII855011,BE11B-TII855011,11/9/2535,25,,เบนชิล
กฟย.หัวหิน,ต-5494  ,ปข.  ,ต.1-20-1654,SUZUKI              ,จักรยานยนต์                                       ,E104-TII855006,BE11B-TII855006,11/9/2535,25,,เบนชิล
กฟย.หัวหิน,ต-7860  ,ปข.  ,ต.1-20-2200,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896268,BE11B-TH896268 / RC100J,7/9/2536,24,,เบนชิล
กฟย.หัวหิน,ธ-2182  ,ปข.  ,ต.1-20-1813,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998550,BE11B-TH998550 / RC100J,18/1/2538,22,,เบนชิล
กฟย.หัวหิน,ธ-2184  ,ปข.  ,ต.1-20-2798,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998558,BE11B-TH998558 /RC100J,18/1/2538,22,,เบนชิล
กฟย.หัวหิน,บฉ-5659 ,ปข.  ,ต.1-03-1094,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,2L-9521088,LN85-7117037 /LN85R-TRMRST-E,20/4/2541,19,ป.3,ดีเชล
กฟย.หัวหิน,บน-3315 ,ปข.  ,ต.1-03-1165,FORD                ,กระบะบรรทุก 1 ตัน                                 ,WLAT-311635,MNBBSBD302W226834 /UL76RAC,8/7/2545,15,ป.3,ดีเชล
กฟย.หัวหิน,บพ-5736 ,ปข.  ,ต.1-04-4796,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-868451,NKR55E12Y-7103838 /NKR55E12,23/7/2545,15,ป.3,ดีเชล
กฟย.หัวหิน,บพ-9122 ,ปข.  ,ต.1-04-2004,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,625509,0311848 /TLD24Y,24/1/2527,33,ป.3,ดีเชล
กฟย.หัวหิน,บพ-9123 ,ปข.  ,ต.1-04-2806,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,11B-1273858,BU61-8004639 /BU61,17/12/2535,25,ป.3,ดีเชล
กฟย.หัวหิน,บพ-9124 ,ปข.  ,ต.1-04-3518,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-923039,NKR55EU1M-7146912,18/10/2537,23,ป.3,ดีเชล
กฟย.หัวหิน,บพ-9125 ,ปข.  ,ต.1-04-5725,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-951296,MP1NLR85E9T103609 /NLR85E1GAH,16/11/2554,6,,ดีเชล
กฟย.หัวหิน,ป-1550  ,ปข.  ,ต.1-03-0689,MITSUBISHI          ,กระบะบรรทุก 1 ตัน                                 ,4D56TAG3462,K14XDL-63456,25/6/2536,24,ป.3,ดีเชล
,,,,,,,,,,,
กฟอ.ปราณบุรี,80-7538 ,ปข.  ,ต.1-04-0864,HINO                ,เครนแข็ง                                          ,EH100-76494,KR320-13100 /KR320,2/4/2522,38,ป.3,ดีเชล
กฟอ.ปราณบุรี,80-8146 ,ปข.  ,ต.1-04-1606,NISSAN              ,บรรทุก 6 ตัน                                      ,ND6-038927,UG780-32328 /UG780,4/7/2526,34,ป.3,ดีเชล
กฟอ.ปราณบุรี,80-8233 ,ปข.  ,ต.1-04-3687,MITSUBISHI          ,เครนพับ                                           ,6D14-TC0564,FK455H-TC0564,7/3/2538,22,ป.3,ดีเชล
กฟอ.ปราณบุรี,80-8391 ,ปข.  ,ต.1-04-3766,NISSAN              ,เครนพับ                                           ,PE6-183110,TFA430K-00104 /TFA430K,21/6/2538,22,ป.3,ดีเชล
กฟอ.ปราณบุรี,80-9370 ,ปข.  ,ต.1-04-4272,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-359960,NKR55EX1T-7102466 /NKR55EX1T,17/7/2540,20,ป.3,ดีเชล
กฟอ.ปราณบุรี,81-0346 ,ปข.  ,ต.1-04-4582,MITSUBISHI          ,เครนพับ                                           ,6D17-BA0190,MMTFK458HVC000190 /FK458HRGDH2,26/1/2543,17,ป.3,ดีเชล
กฟอ.ปราณบุรี,81-2496 ,ปข.  ,ต.1-09-0578,ISUZU               ,กระเช้าแก้ไฟ                                      ,4HG1-174917,NPR71PY52A3-7103619 /NPR71PY52A,14/9/2548,12,ป.3,ดีเชล
กฟอ.ปราณบุรี,81-4288 ,ปข.  ,ต.1-04-5468,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR10729,MNKAH04H004000549 /XZU303R-HBMLAT3,9/12/2552,8,ป.3,ดีเชล
กฟอ.ปราณบุรี,81-4979 ,ปข.  ,ต.1-04-5765,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12899,MNKAH04H504001227 /XZU303R-HBMLAT3,14/2/2554,6,ป.3,ดีเชล
กฟอ.ปราณบุรี,81-4980 ,ปข.  ,ต.1-04-5766,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12900,MNKAH04H704001228 /XZU303R-HBMLAT3,14/2/2554,6,ป.3,ดีเชล
กฟอ.ปราณบุรี,81-5616 ,ปข.  ,ต.1-04-0980,ISUZU               ,บรรทุก 6 ตัน                                      ,856732,1676956,16/12/2522,38,,ดีเชล
กฟอ.ปราณบุรี,81-5722 ,ปข.  ,ต.1-04-2523,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-340746,NKR55EU1-7901342 / NKR55EU1,14/12/2533,27,,ดีเชล
กฟอ.ปราณบุรี,81-6494 ,ปข.  ,ต.1-04-6327,HINO                ,กระบะบรรทุก 2 ตัน                                 ,N04C-VBH14145,MNKACL1H002001572 /XZU600R-HKMQLT3,18/8/2557,3,,ดีเชล
กฟอ.ปราณบุรี,81-6495 ,ปข.  ,ต.1-09-0770,SCANIA              ,ขุดเจาะ                                           ,DC13108W016817419,YS2P4X40005352531 /P360CB4X4HHZ,26/11/2557,3,,ดีเชล
กฟอ.ปราณบุรี,กข-6943 ,ปข.  ,ต.1-01-1320,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT435522,MNBBSFD303W364091 /RANGER,21/2/2547,13,ป.3,ดีเชล
กฟอ.ปราณบุรี,กขก-967 ,ปข.  ,ต.1-20-1665,SUZUKI              ,จักรยานยนต์                                       ,E104-TH855008,BE11B /BE11B-TH855008,11/9/2535,25,,เบนชิล
กฟอ.ปราณบุรี,กขข-660 ,ปข.  ,ต.1-20-1664,SUZUKI              ,จักรยานยนต์                                       ,E104-TH855015,BE11B-TH855015 /BE11B,11/9/2535,25,,เบนชิล
กฟอ.ปราณบุรี,กค-2862 ,ปข.  ,ต.1-01-2004,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-774543,MNBBSFD207W638156 /FORD RANGER,29/5/2550,10,ป.3,ดีเชล
กฟอ.ปราณบุรี,กค-2863 ,ปข.  ,ต.1-01-2005,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-772629,MNBBSFD207W636850 /FORD RANGER,29/5/2550,10,ป.3,ดีเชล
กฟอ.ปราณบุรี,กค-6712 ,ปข.  ,ต.1-01-1318,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT435229,MNBBSFD303W363914 /RAMGER,21/2/2547,13,ป.3,ดีเชล
กฟอ.ปราณบุรี,กนร-123 ,ปข.  ,ต.1-20-3251,SUZUKI              ,จักรยานยนต์                                       ,E104-TH264768,BE11B-TH264768 /RC100,25/12/2540,20,,เบนชิล
กฟอ.ปราณบุรี,กพล-857 ,ปข.  ,ต.1-20-1656,HONDA               ,จักรยานยนต์                                       ,JX110E-G1468,JX110-G01468,9/2/2532,28,,เบนชิล
กฟอ.ปราณบุรี,ต-7816  ,ปข.  ,ต.1-20-2186,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896267,BE11B-TH896267 /RC100J,6/9/2536,24,,เบนชิล
กฟอ.ปราณบุรี,ธ-2109  ,ปข.  ,ต.1-20-2808,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998545,BE11B-TH998545 /RC100J,11/1/2538,22,,เบนชิล
กฟอ.ปราณบุรี,ธ-2110  ,ปข.  ,ต.1-20-2810,SUZUKI              ,จักรยานยนต์                                       ,E104-TH998547,BE11B-TH998547 /RC100J,11/1/2538,22,,เบนชิล
กฟอ.ปราณบุรี,บพ-6582 ,ปข.  ,ต.1-04-2833,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-652266,NKR55EU1M-7112368 /NKR55EU1,29/12/2535,25,ป.3,ดีเชล
กฟอ.ปราณบุรี,บพ-6584 ,ปข.  ,ต.1-04-3519,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-634191,NKR55EU1-M-7147033 /NKR55EU1,18/10/2537,23,ป.3,ดีเชล
กฟอ.ปราณบุรี,บพ-6585 ,ปข.  ,ต.1-04-1481,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,591277,0223834 /TLD24,13/10/2525,35,ป.3,ดีเชล
กฟอ.ปราณบุรี,บพ-6586 ,ปข.  ,ต.1-04-3328,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,JB1-844010,NKRSSEU1M-7134842 /NKRSSEU1,27/7/2537,23,ป.3,ดีเชล
กฟอ.ปราณบุรี,บพ-6587 ,ปข.  ,ต.1-04-0745,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,B-1355868,BU20-024469,17/5/2522,38,,ดีเชล
กฟอ.ปราณบุรี,บพ-9801 ,ปข.  ,ต.1-04-5722,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-942981,MP1NLR85E9T103529 /NLR85E1GAN,10/1/2554,6,ป.3,ดีเชล
กฟอ.ปราณบุรี,บพ-9802 ,ปข.  ,ต.1-04-2694,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-592334,NKRSSEU1-M-7106837 /NKRSSEU1,15/6/2535,25,ป.3,ดีเชล
กฟอ.ปราณบุรี,บพ-9804 ,ปข.  ,ต.1-04-2009,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,624858,0309855 /TLD24Y,24/1/2527,33,ป.3,ดีเชล
กฟอ.ปราณบุรี,บพ-9805 ,ปข.  ,ต.1-04-5116,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-113822,NKR55E12A3-7104601 /NKR55E12A,9/4/2547,13,ป.3,ดีเชล
กฟอ.ปราณบุรี,ป-1189  ,ปข.  ,ต.1-03-0691,MITSUBISHI          ,กระบะบรรทุก 1 ตัน                                 ,4D56T-AG3509,K14XDL-63503 /K14XDL,25/6/2536,24,ป.3,ดีเชล
,,,,,,,,,,,
กฟอ.โพธาราม,80-8188 ,รบ.  ,ต.1-04-1256,HINO                ,กระบะบรรทุก 6 ตันติดบูมสามขา                      ,EH700-105172,KR320-15246 /EH700,13/3/2534,26,ป.3,ดีเชล
กฟอ.โพธาราม,81-6371 ,รบ.  ,ต.1-04-3755,NISSAN              ,เครนพับ                                           ,PE6-183547,TFP430K-00165 /PE6,14/6/2538,22,ป.3,ดีเชล
กฟอ.โพธาราม,81-7896 ,รบ.  ,ต.1-04-4271,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-359964,NKR55EX1-T7102467 /4JB1,17/7/2540,20,ป.3,ดีเชล
กฟอ.โพธาราม,82-0014 ,รบ.  ,ต.1-09-0100,MITSUBISHI          ,ขุดเจาะ                                           ,6D14-277035,FK115F-54134 /FK115F,22/2/2527,33,ป.3,ดีเชล
กฟอ.โพธาราม,82-1503 ,รบ.  ,ต.1-04-2066,HINO                ,เครนพับ                                           ,E4700-143793,KR320-17175 /E4700,11/11/2526,34,ป.3,ดีเชล
กฟอ.โพธาราม,82-2636 ,รบ.  ,ต.1-09-0433,MITSUBISHI          ,บรรทุก 4 ตัน/ฮอทไลน์                              ,4D34-MA0254,MMTFE659XC000354 /4D34,25/6/2547,13,ป.3,ดีเชล
กฟอ.โพธาราม,82-3780 ,รบ.  ,ต.1-04-3086,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,4BD1-444521,NPR59PU5M-7104246 /NPR59PU5M,20/9/2536,24,,ดีเชล
กฟอ.โพธาราม,82-6145 ,รบ.  ,ต.1-04-5373,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-609466,NKR55E12E5-7111128 /NKR55E12E,22/4/2552,8,ป.3,ดีเชล
กฟอ.โพธาราม,82-7940 ,รบ.  ,ต.1-04-5714,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-942992,MP1NLR85E9T103521 / NLR85E1GAH,10/1/2554,6,ป.3,ดีเชล
กฟอ.โพธาราม,83-1286 ,รบ.  ,ต.1-04-6325,HINO                ,บรรทุกเฉพาะกิจ(มีเครื่องกำเนิด)                   ,N04C-VBH14143,MNKACL1H702001570 /XZU600R-HKMQLT3,18/8/2557,3,ป.3,ดีเชล
กฟอ.โพธาราม,83-2048 ,รบ.  ,ต.1-04-6437,ISUZU               ,บรรทุก 4 ตัน/ฮอทไลน์                              ,4HK1-MY1833,MP1NPR75HFT103341 / NPR75HXXXS,9/9/2558,2,ป.3,ดีเชล
กฟอ.โพธาราม,กข 606  ,รบ.  ,ต.1-01-0647,NISSAN              ,เก๋งสองตอน                                        ,TD27-477493,CGD21-D40639 /TD27,27/9/2537,23,ป.3,ดีเชล
กฟอ.โพธาราม,กจ 7506 ,รบ.  ,ต.1-01-2006,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-772156,MNBBSFD207W636481 /RANGER,29/5/2550,10,ป.3,ดีเชล
กฟอ.โพธาราม,กจ 7507 ,รบ.  ,ต.1-01-2009,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-773793,MNBBSFD207W637761 /RANGER,29/5/2539,21,ป.3,ดีเชล
กฟอ.โพธาราม,กธ-6340 ,รบ.  ,ต.1-01-2232,MITSUBISHI          ,นั่ง 3 ตอน                                        ,4D56UCEG3683,MMTJNKA40DD029266 / KA4TNJNUZRU,8/7/2556,4,ป.3,ดีเชล
กฟอ.โพธาราม,กลม-716 ,รบ.  ,ต.1-20-3247,SUZUKI              ,จักรยานยนต์                                       ,E104-TH264772,BE11B-TH264772 /E104,17/12/2540,20,ป.3,เบนชิล
กฟอ.โพธาราม,ข 4382  ,รบ.  ,ต.1-01-1004,MITSUBISHI          ,เก๋งสองตอน                                        ,4G13NKTAC627,CB1ASNE-02625 /LANCER,11/9/2539,21,ป.3,เบนชิล
กฟอ.โพธาราม,ขคม 260 ,รบ.  ,ต.1-20-3422,YAMAHA              ,จักรยานยนต์                                       ,5HV-584888,5HV-584888 /KA-105C,17/3/2546,14,ป.3,เบนชิล
กฟอ.โพธาราม,นข-1705 ,รบ.  ,ต.1-01-0309,NISSAN              ,เก๋งสองตอน                                        ,TD27-390628,VHGE23-011265 /TD27,14/9/2516,44,ป.3,ดีเชล
กฟอ.โพธาราม,บ-0311  ,รบ.  ,ต.1-20-1666,SUZUKI              ,จักรยานยนต์                                       ,A100-912544,A100-319958 /A100,29/6/2525,35,,เบนชิล
กฟอ.โพธาราม,บ-0317  ,รบ.  ,ต.1-20-1676,SUZUKI              ,จักรยานยนต์                                       ,E104-TH737991,BE11B-TH737991 /E104,11/9/2532,28,ป.3,เบนชิล
